enrollee_id,city,relevent_experience,education_level,major_discipline,experience,company_size,last_new_job,training_hours,target
14108,city_103,No relevent experience,Graduate,STEM,5,,2,113,1
21787,city_136,Has relevent experience,Masters,STEM,>20,10000+,>4,31,0
3905,city_67,Has relevent experience,Graduate,STEM,3,,1,2,0
13322,city_103,No relevent experience,,,2,,never,42,0
1482,city_75,No relevent experience,Masters,STEM,15,10000+,>4,52,0
25561,city_36,Has relevent experience,Masters,STEM,>20,50-99,1,17,0
8554,city_134,No relevent experience,High School,,3,,,51,0
13669,city_100,No relevent experience,High School,,1,,1,31,0
14657,city_114,Has relevent experience,Graduate,STEM,4,10-49,,12,0
8200,city_36,No relevent experience,Masters,STEM,4,100-500,1,88,0
617,city_103,Has relevent experience,Graduate,STEM,7,1000-4999,1,55,0
9457,city_103,No relevent experience,Graduate,Other,20,,>4,59,0
12433,city_28,No relevent experience,High School,,3,10000+,3,36,0
32218,city_126,No relevent experience,Primary School,,>20,,never,222,0
29950,city_41,No relevent experience,High School,,3,,never,28,0
30797,city_21,No relevent experience,High School,,1,,never,96,0
2623,city_116,Has relevent experience,Masters,STEM,4,,1,23,1
18397,city_90,No relevent experience,Graduate,STEM,<1,<10,,55,1
29947,city_19,Has relevent experience,Graduate,STEM,10,10-49,1,24,0
17126,city_70,No relevent experience,Graduate,Humanities,3,,1,113,0
3472,city_16,Has relevent experience,High School,,>20,500-999,>4,54,1
14185,city_67,Has relevent experience,Masters,STEM,18,10-49,>4,64,0
24518,city_73,Has relevent experience,High School,,10,10000+,1,22,0
2234,city_136,Has relevent experience,Masters,STEM,8,10000+,1,81,0
12849,city_16,No relevent experience,High School,,3,,never,51,0
12864,city_103,Has relevent experience,Graduate,STEM,15,,1,136,0
23650,city_12,Has relevent experience,Graduate,Arts,8,50-99,1,6,0
33102,city_61,No relevent experience,Masters,STEM,4,,1,23,1
22850,city_114,Has relevent experience,Graduate,STEM,8,50-99,2,18,0
13325,city_21,Has relevent experience,Masters,STEM,5,50-99,2,107,0
27109,city_136,Has relevent experience,Masters,STEM,>20,50-99,>4,26,0
28826,city_21,Has relevent experience,Graduate,STEM,14,500-999,1,28,1
3984,city_103,Has relevent experience,High School,,8,100-500,1,276,0
27352,city_75,Has relevent experience,Graduate,STEM,9,100-500,3,34,0
26838,city_33,Has relevent experience,Graduate,STEM,8,,>4,74,0
25577,city_103,Has relevent experience,Graduate,Other,5,1000-4999,1,54,0
20549,city_21,Has relevent experience,Graduate,STEM,2,<10,2,83,0
27174,city_136,No relevent experience,Masters,Humanities,10,,2,97,0
16468,city_102,Has relevent experience,Graduate,Humanities,3,100-500,1,56,0
31522,city_21,Has relevent experience,Graduate,STEM,2,<10,1,134,0
22335,city_103,Has relevent experience,Graduate,STEM,>20,<10,>4,34,0
11697,city_115,No relevent experience,Graduate,STEM,17,,>4,40,0
10153,city_61,No relevent experience,Graduate,STEM,11,,1,77,1
2871,city_67,Has relevent experience,Graduate,STEM,4,10000+,3,11,1
12530,city_136,No relevent experience,Graduate,STEM,5,,never,47,0
4411,city_103,No relevent experience,Phd,STEM,>20,1000-4999,1,26,0
19514,city_21,Has relevent experience,Masters,STEM,3,50-99,2,110,1
5584,city_115,Has relevent experience,Graduate,STEM,4,50-99,1,10,0
9297,city_11,No relevent experience,Masters,STEM,1,<10,1,42,0
36,city_10,No relevent experience,,,3,<10,2,4,0
16031,city_114,Has relevent experience,Graduate,STEM,>20,10000+,>4,42,0
21928,city_16,Has relevent experience,Graduate,STEM,>20,100-500,1,4,0
16868,city_103,Has relevent experience,Graduate,STEM,15,10-49,1,7,1
15146,city_21,Has relevent experience,Graduate,STEM,1,10-49,1,158,1
30798,city_103,Has relevent experience,Graduate,STEM,9,10000+,2,88,0
14550,city_21,No relevent experience,Graduate,STEM,<1,50-99,1,50,1
23619,city_116,No relevent experience,Graduate,STEM,7,,3,33,1
10644,city_21,Has relevent experience,Masters,STEM,<1,50-99,1,26,1
14442,city_75,Has relevent experience,Masters,STEM,>20,1000-4999,>4,91,0
17345,city_114,Has relevent experience,High School,,11,50-99,>4,26,1
2334,city_83,No relevent experience,Masters,STEM,7,100-500,1,10,0
11938,city_21,No relevent experience,Graduate,STEM,11,,1,87,1
8948,city_19,Has relevent experience,Graduate,STEM,12,500-999,1,19,0
6454,city_99,Has relevent experience,Masters,STEM,12,100-500,1,17,0
24036,city_103,No relevent experience,Graduate,STEM,9,,never,78,1
11587,city_21,Has relevent experience,Masters,STEM,10,1000-4999,2,14,0
23118,city_128,No relevent experience,High School,,<1,,never,2,1
16572,city_21,Has relevent experience,Masters,STEM,4,50-99,never,42,0
21880,city_97,Has relevent experience,Masters,STEM,14,<10,1,138,0
25625,city_97,Has relevent experience,Masters,STEM,15,,2,54,0
8804,city_102,Has relevent experience,Graduate,STEM,7,,never,10,0
24207,city_114,Has relevent experience,Masters,STEM,11,1000-4999,1,16,0
28213,city_103,No relevent experience,Graduate,STEM,2,,1,50,1
27250,city_67,Has relevent experience,Graduate,STEM,7,,3,52,1
26901,city_103,Has relevent experience,Graduate,STEM,3,50-99,1,16,0
18011,city_131,Has relevent experience,Graduate,STEM,7,,1,64,1
9285,city_138,Has relevent experience,Graduate,STEM,7,100-500,2,35,0
32588,city_21,Has relevent experience,Graduate,STEM,10,1000-4999,1,216,1
18634,city_16,Has relevent experience,Masters,STEM,10,500-999,>4,50,0
8569,city_103,No relevent experience,Graduate,STEM,4,,1,14,1
29935,city_103,Has relevent experience,Graduate,STEM,4,10-49,1,17,0
31500,city_16,Has relevent experience,Phd,STEM,>20,100-500,1,31,0
32217,city_16,No relevent experience,Graduate,STEM,9,50-99,1,206,0
26475,city_10,No relevent experience,Masters,STEM,3,,2,105,0
31989,city_118,Has relevent experience,Graduate,STEM,>20,,>4,36,0
14374,city_149,No relevent experience,Graduate,STEM,4,100-500,1,16,0
29107,city_103,Has relevent experience,Graduate,STEM,>20,100-500,1,107,1
26729,city_103,Has relevent experience,Masters,STEM,17,50-99,1,14,0
29060,city_103,Has relevent experience,Graduate,STEM,17,10000+,>4,163,0
11376,city_103,Has relevent experience,Masters,STEM,16,50-99,4,52,0
30416,city_114,No relevent experience,High School,,6,,never,61,0
28135,city_36,Has relevent experience,Graduate,STEM,>20,,never,224,0
4966,city_71,No relevent experience,Primary School,,4,,never,97,0
10622,city_114,No relevent experience,High School,,1,100-500,1,21,0
11854,city_61,No relevent experience,Graduate,Humanities,1,<10,1,25,0
21175,city_103,Has relevent experience,Graduate,STEM,11,100-500,1,129,0
32253,city_103,Has relevent experience,Masters,STEM,10,10000+,4,129,0
24541,city_145,No relevent experience,Graduate,STEM,3,50-99,1,12,1
5248,city_21,No relevent experience,High School,,5,,never,53,0
21678,city_103,Has relevent experience,Graduate,STEM,>20,50-99,>4,154,0
32121,city_103,Has relevent experience,Graduate,STEM,15,50-99,1,52,0
22242,city_16,Has relevent experience,Graduate,STEM,7,5000-9999,>4,56,1
16946,city_103,Has relevent experience,Graduate,STEM,14,100-500,2,105,0
27397,city_57,No relevent experience,Graduate,STEM,8,,never,111,0
11978,city_149,Has relevent experience,Graduate,STEM,10,,1,90,1
16730,city_36,Has relevent experience,Graduate,STEM,17,<10,>4,62,0
10785,city_16,Has relevent experience,Graduate,STEM,>20,,1,56,1
15888,city_16,Has relevent experience,Masters,Humanities,2,50-99,2,82,0
5223,city_101,Has relevent experience,Graduate,STEM,7,100-500,1,136,0
24150,city_21,No relevent experience,Graduate,STEM,4,5000-9999,4,54,1
32721,city_103,Has relevent experience,Graduate,STEM,7,,,11,0
891,city_103,No relevent experience,Graduate,STEM,12,1000-4999,never,26,0
2899,city_21,Has relevent experience,Graduate,STEM,4,,4,114,1
18297,city_21,No relevent experience,Graduate,STEM,6,10000+,>4,56,1
3801,city_103,Has relevent experience,Masters,STEM,5,5000-9999,>4,69,0
31235,city_101,No relevent experience,Graduate,STEM,2,,never,46,0
25,city_104,Has relevent experience,Graduate,STEM,>20,,1,126,0
20030,city_114,Has relevent experience,Graduate,STEM,13,100-500,1,48,0
12544,city_21,Has relevent experience,Masters,STEM,4,50-99,1,212,1
30325,city_27,Has relevent experience,Graduate,Other,3,50-99,never,32,0
10533,city_16,Has relevent experience,Graduate,STEM,5,100-500,3,11,0
11543,city_114,No relevent experience,Masters,STEM,14,500-999,3,36,0
12746,city_61,Has relevent experience,Masters,STEM,>20,100-500,>4,99,0
19578,city_116,Has relevent experience,Masters,STEM,1,10-49,1,2,0
1579,city_65,Has relevent experience,Graduate,STEM,6,,1,102,0
9210,city_28,Has relevent experience,Masters,STEM,7,<10,1,21,0
420,city_103,No relevent experience,,,7,,never,108,0
19613,city_114,Has relevent experience,Graduate,STEM,7,50-99,4,76,0
27273,city_103,Has relevent experience,Graduate,STEM,11,10000+,1,104,0
30062,city_16,No relevent experience,Masters,STEM,15,50-99,3,33,0
1900,city_98,No relevent experience,Graduate,STEM,14,,never,70,0
7003,city_144,Has relevent experience,Graduate,STEM,10,1000-4999,1,78,1
30425,city_103,Has relevent experience,Masters,STEM,19,<10,1,108,0
21357,city_21,Has relevent experience,Graduate,STEM,5,10000+,never,30,1
27477,city_103,Has relevent experience,Masters,STEM,14,50-99,1,75,0
24713,city_103,Has relevent experience,Phd,STEM,>20,,3,43,0
29144,city_21,Has relevent experience,Graduate,STEM,3,500-999,1,36,1
31168,city_114,Has relevent experience,Graduate,STEM,9,50-99,>4,77,0
6676,city_16,Has relevent experience,Masters,STEM,9,5000-9999,1,4,0
27948,city_103,Has relevent experience,Graduate,STEM,15,100-500,>4,7,0
10459,city_21,Has relevent experience,Graduate,STEM,5,50-99,never,40,0
27666,city_83,Has relevent experience,Graduate,STEM,9,<10,2,45,0
11993,city_20,Has relevent experience,Graduate,STEM,8,10000+,2,54,0
7634,city_103,Has relevent experience,Graduate,STEM,>20,10000+,1,145,0
8516,city_21,Has relevent experience,Graduate,STEM,5,10000+,1,46,1
7841,city_71,Has relevent experience,Graduate,STEM,5,50-99,1,21,0
2910,city_136,Has relevent experience,Masters,STEM,14,50-99,3,72,0
6047,city_103,No relevent experience,Graduate,Humanities,4,100-500,2,76,0
18755,city_10,Has relevent experience,Masters,STEM,8,50-99,2,53,0
31647,city_78,Has relevent experience,Graduate,STEM,5,,2,28,0
14088,city_114,No relevent experience,High School,,4,,never,46,0
7694,city_75,Has relevent experience,Graduate,STEM,>20,100-500,>4,39,0
7444,city_103,Has relevent experience,Masters,STEM,7,,2,19,1
24752,city_103,Has relevent experience,Graduate,STEM,>20,,>4,6,1
16771,city_126,Has relevent experience,,,2,100-500,1,48,1
23944,city_16,Has relevent experience,Graduate,STEM,19,500-999,1,18,0
20230,city_40,Has relevent experience,Masters,STEM,15,100-500,2,39,0
19712,city_100,Has relevent experience,Masters,STEM,15,,4,24,0
7878,city_21,No relevent experience,Masters,STEM,3,,never,90,0
23897,city_114,No relevent experience,Graduate,STEM,10,10-49,1,10,0
11873,city_46,No relevent experience,Phd,STEM,14,100-500,never,188,0
31080,city_10,Has relevent experience,Graduate,STEM,9,100-500,2,10,1
24578,city_116,No relevent experience,Graduate,STEM,2,,1,43,1
325,city_36,No relevent experience,Graduate,STEM,10,,never,29,0
316,city_11,Has relevent experience,Graduate,STEM,3,,never,56,1
26293,city_21,Has relevent experience,Masters,STEM,16,5000-9999,1,88,0
25874,city_114,No relevent experience,Graduate,STEM,16,50-99,2,13,0
13069,city_102,Has relevent experience,Masters,STEM,9,5000-9999,4,117,0
18221,city_61,Has relevent experience,Masters,STEM,12,50-99,2,158,1
16147,city_103,Has relevent experience,,,20,1000-4999,>4,74,0
16315,city_104,Has relevent experience,,,>20,,2,25,0
11880,city_26,No relevent experience,High School,,2,,1,15,1
13260,city_75,Has relevent experience,Graduate,STEM,8,100-500,2,18,0
13613,city_116,Has relevent experience,High School,,4,<10,1,14,0
27680,city_103,Has relevent experience,Graduate,STEM,>20,500-999,1,188,0
23312,city_21,Has relevent experience,Graduate,STEM,3,,1,52,1
31085,city_16,Has relevent experience,Graduate,Humanities,>20,50-99,2,18,0
15068,city_77,No relevent experience,Primary School,,2,,1,7,0
10148,city_114,Has relevent experience,Graduate,STEM,11,10-49,4,74,0
27992,city_160,Has relevent experience,Graduate,STEM,9,,>4,22,1
27256,city_21,No relevent experience,Graduate,STEM,<1,10000+,1,12,0
1259,city_103,Has relevent experience,Graduate,STEM,7,10-49,>4,35,0
13262,city_114,Has relevent experience,Graduate,No Major,10,,never,104,0
24408,city_21,No relevent experience,High School,,4,,never,9,1
25662,city_114,Has relevent experience,Masters,STEM,>20,100-500,1,113,0
10385,city_16,Has relevent experience,Graduate,STEM,>20,10000+,>4,16,0
16665,city_21,Has relevent experience,Masters,STEM,11,,>4,53,0
11157,city_103,Has relevent experience,Graduate,STEM,>20,1000-4999,3,110,0
8030,city_104,No relevent experience,Graduate,Other,5,,1,50,0
25221,city_23,Has relevent experience,Graduate,STEM,8,50-99,never,110,0
1287,city_103,Has relevent experience,Graduate,STEM,>20,100-500,2,6,0
7940,city_157,Has relevent experience,Masters,STEM,9,10-49,1,86,0
17060,city_61,No relevent experience,Primary School,,1,,never,160,0
29555,city_64,Has relevent experience,,,16,,4,118,1
473,city_37,No relevent experience,,,2,,never,178,0
26124,city_103,Has relevent experience,Graduate,STEM,>20,<10,4,4,0
7083,city_116,Has relevent experience,Masters,STEM,>20,10000+,3,157,0
30246,city_41,No relevent experience,Graduate,STEM,8,,3,88,1
27911,city_103,Has relevent experience,Graduate,STEM,9,10000+,1,168,0
11255,city_103,Has relevent experience,Graduate,STEM,>20,,>4,29,0
30528,city_136,Has relevent experience,Graduate,STEM,3,5000-9999,1,31,0
25988,city_36,Has relevent experience,Masters,STEM,17,100-500,>4,7,0
24409,city_40,No relevent experience,Masters,STEM,1,,1,49,1
27111,city_16,No relevent experience,High School,,8,,never,64,0
12449,city_176,Has relevent experience,Masters,STEM,4,,,24,0
17051,city_103,Has relevent experience,Graduate,STEM,>20,,1,34,1
12518,city_138,Has relevent experience,Graduate,STEM,11,1000-4999,1,81,0
17266,city_75,Has relevent experience,Graduate,STEM,9,<10,1,114,0
6558,city_104,Has relevent experience,Graduate,STEM,4,50-99,1,58,0
9882,city_104,Has relevent experience,Masters,STEM,>20,50-99,1,35,0
5214,city_67,Has relevent experience,Masters,STEM,6,50-99,1,45,0
17260,city_173,Has relevent experience,Masters,STEM,<1,,>4,70,0
14415,city_21,No relevent experience,Masters,STEM,2,,never,14,1
21745,city_11,Has relevent experience,Graduate,STEM,1,100-500,1,145,1
9547,city_71,Has relevent experience,Masters,STEM,14,50-99,>4,65,1
33333,city_19,Has relevent experience,Graduate,Humanities,5,,1,20,0
27349,city_40,No relevent experience,Masters,STEM,1,10-49,never,19,1
23522,city_103,Has relevent experience,Masters,STEM,8,10000+,4,130,0
26369,city_75,Has relevent experience,Graduate,STEM,2,,1,32,1
9880,city_114,Has relevent experience,Graduate,STEM,5,10-49,1,19,0
11775,city_103,Has relevent experience,Graduate,STEM,>20,10-49,3,94,0
26774,city_16,Has relevent experience,Graduate,STEM,14,<10,1,45,0
21832,city_114,Has relevent experience,Phd,STEM,2,10000+,never,47,0
17467,city_114,Has relevent experience,Masters,STEM,>20,,>4,61,0
3166,city_100,Has relevent experience,Graduate,STEM,11,,1,36,0
10361,city_46,Has relevent experience,Graduate,Other,>20,<10,never,172,0
838,city_73,Has relevent experience,Graduate,STEM,11,100-500,>4,91,0
25772,city_103,Has relevent experience,Phd,Arts,1,50-99,1,62,1
460,city_104,No relevent experience,High School,,3,,3,99,0
2831,city_160,Has relevent experience,Graduate,STEM,8,,1,304,1
29751,city_50,Has relevent experience,Masters,Business Degree,>20,10-49,>4,168,0
13692,city_102,Has relevent experience,Graduate,STEM,12,50-99,1,79,0
14959,city_102,Has relevent experience,Masters,STEM,13,,2,84,1
1369,city_103,Has relevent experience,Graduate,STEM,7,10000+,1,232,0
12286,city_103,No relevent experience,Graduate,STEM,>20,,>4,68,0
25674,city_71,Has relevent experience,Graduate,STEM,6,10-49,4,14,0
30210,city_21,Has relevent experience,Masters,STEM,2,100-500,2,149,0
31160,city_21,Has relevent experience,Graduate,STEM,10,100-500,1,13,1
15489,city_143,Has relevent experience,Graduate,STEM,14,,,7,1
11375,city_103,Has relevent experience,Graduate,STEM,11,100-500,1,50,0
17135,city_160,Has relevent experience,Graduate,STEM,5,,1,37,0
19029,city_16,Has relevent experience,Graduate,STEM,8,10000+,>4,7,0
25040,city_21,Has relevent experience,Masters,STEM,4,10-49,2,13,1
10091,city_50,No relevent experience,Primary School,,5,,never,9,0
5071,city_103,Has relevent experience,Graduate,STEM,17,,1,77,0
12418,city_160,Has relevent experience,Graduate,STEM,>20,10-49,1,55,0
16754,city_103,Has relevent experience,Graduate,STEM,>20,100-500,>4,57,0
27012,city_13,Has relevent experience,Graduate,STEM,3,100-500,1,47,0
28750,city_2,Has relevent experience,Graduate,STEM,>20,,>4,126,0
26371,city_103,Has relevent experience,Graduate,STEM,8,,3,136,1
19835,city_114,No relevent experience,High School,,5,50-99,1,62,0
4647,city_100,No relevent experience,High School,,3,,never,12,0
4724,city_77,No relevent experience,Primary School,,8,,never,10,0
25219,city_21,Has relevent experience,Graduate,STEM,11,10-49,>4,109,1
16235,city_75,No relevent experience,Graduate,STEM,11,10000+,1,26,0
22621,city_21,Has relevent experience,Masters,STEM,5,,1,31,0
6142,city_28,Has relevent experience,Phd,STEM,>20,500-999,>4,38,0
32760,city_114,No relevent experience,High School,,4,,never,59,0
15503,city_50,No relevent experience,High School,,2,,1,174,0
5055,city_103,No relevent experience,Primary School,,4,,never,6,0
2981,city_36,Has relevent experience,Graduate,Humanities,17,50-99,>4,26,0
16543,city_114,Has relevent experience,,,>20,,never,154,0
13179,city_50,Has relevent experience,Masters,STEM,10,50-99,1,122,0
32628,city_160,Has relevent experience,Graduate,STEM,7,,1,87,1
33250,city_160,Has relevent experience,Graduate,STEM,>20,,1,34,0
4127,city_103,Has relevent experience,Masters,STEM,10,10000+,2,101,0
22454,city_21,Has relevent experience,Graduate,STEM,8,10000+,2,23,1
3265,city_103,No relevent experience,Masters,Humanities,14,,1,45,1
773,city_16,Has relevent experience,Graduate,STEM,15,1000-4999,1,37,0
5382,city_136,Has relevent experience,Graduate,STEM,>20,100-500,>4,45,0
7509,city_103,Has relevent experience,Graduate,STEM,>20,10000+,>4,36,0
22821,city_16,Has relevent experience,Graduate,STEM,6,100-500,3,37,0
32991,city_21,Has relevent experience,Graduate,STEM,5,50-99,1,47,0
33296,city_114,Has relevent experience,Graduate,Other,10,<10,1,39,0
19414,city_97,Has relevent experience,Graduate,STEM,14,10000+,1,17,0
22771,city_16,No relevent experience,High School,,6,,1,250,0
10491,city_157,Has relevent experience,Graduate,Humanities,8,50-99,1,56,0
14559,city_71,Has relevent experience,Masters,STEM,2,<10,2,10,0
16151,city_103,Has relevent experience,Graduate,STEM,16,100-500,,99,0
28023,city_134,No relevent experience,Masters,STEM,12,500-999,1,157,0
9632,city_103,No relevent experience,Phd,STEM,8,50-99,1,3,0
31817,city_16,Has relevent experience,Graduate,No Major,16,100-500,3,53,0
22419,city_21,Has relevent experience,Masters,STEM,5,,>4,29,1
8006,city_104,Has relevent experience,Graduate,STEM,>20,10-49,1,142,0
16647,city_103,Has relevent experience,Graduate,STEM,19,100-500,2,55,0
31041,city_16,Has relevent experience,Graduate,STEM,12,100-500,1,202,0
2996,city_173,No relevent experience,Primary School,,6,<10,3,12,0
26772,city_136,Has relevent experience,Graduate,STEM,3,50-99,1,22,0
3895,city_102,Has relevent experience,Masters,STEM,>20,,>4,54,0
22030,city_116,No relevent experience,Graduate,STEM,4,,,128,0
164,city_21,Has relevent experience,Graduate,STEM,5,10-49,never,56,1
6229,city_114,No relevent experience,Graduate,STEM,1,10-49,1,139,1
11298,city_114,Has relevent experience,Graduate,STEM,6,,1,118,0
25813,city_99,No relevent experience,Graduate,STEM,2,100-500,1,31,0
4738,city_75,No relevent experience,Graduate,STEM,<1,,,94,0
26330,city_21,Has relevent experience,,,12,,1,40,1
4662,city_102,No relevent experience,Masters,STEM,18,,1,149,0
16581,city_16,Has relevent experience,Graduate,STEM,>20,10-49,2,14,0
7658,city_101,Has relevent experience,Graduate,STEM,4,<10,1,80,0
17349,city_21,No relevent experience,High School,,3,,never,55,0
20488,city_77,Has relevent experience,Graduate,STEM,7,50-99,1,43,0
18609,city_23,Has relevent experience,High School,,8,10-49,4,63,0
7254,city_103,Has relevent experience,Masters,STEM,4,500-999,1,108,0
15795,city_104,Has relevent experience,High School,,14,<10,1,38,0
24879,city_21,Has relevent experience,Masters,STEM,5,1000-4999,1,110,0
24620,city_45,Has relevent experience,Graduate,Business Degree,>20,,1,86,1
12753,city_102,Has relevent experience,Graduate,STEM,8,10000+,1,44,0
13380,city_136,Has relevent experience,Graduate,STEM,>20,10-49,1,21,0
32729,city_16,Has relevent experience,Graduate,Humanities,6,10-49,4,23,1
20234,city_114,No relevent experience,,,8,,1,86,0
30289,city_103,Has relevent experience,Masters,STEM,11,500-999,>4,102,0
32317,city_103,No relevent experience,Graduate,STEM,6,,1,31,0
1357,city_73,Has relevent experience,High School,,7,100-500,2,48,0
30069,city_102,No relevent experience,Masters,STEM,7,,>4,139,1
27755,city_61,No relevent experience,Graduate,STEM,3,,1,15,1
8640,city_103,Has relevent experience,Graduate,STEM,9,1000-4999,,136,1
29179,city_16,Has relevent experience,Graduate,STEM,>20,10-49,4,286,0
17411,city_100,Has relevent experience,Graduate,Other,6,,1,106,1
2632,city_28,No relevent experience,Phd,STEM,>20,<10,>4,98,0
20998,city_16,No relevent experience,Masters,STEM,>20,,3,156,0
6571,city_90,Has relevent experience,Graduate,STEM,11,50-99,1,47,0
19789,city_21,Has relevent experience,Graduate,STEM,13,50-99,>4,2,1
31885,city_100,No relevent experience,Graduate,Humanities,15,100-500,>4,86,0
15784,city_136,Has relevent experience,Masters,STEM,>20,50-99,>4,68,0
8928,city_103,Has relevent experience,Graduate,STEM,18,10-49,2,110,0
19185,city_50,Has relevent experience,Graduate,STEM,14,10-49,4,28,1
21131,city_114,Has relevent experience,Masters,STEM,4,10000+,2,24,0
13376,city_145,Has relevent experience,Masters,STEM,19,10000+,2,57,1
19304,city_138,Has relevent experience,Masters,STEM,11,,never,144,0
32408,city_103,No relevent experience,Primary School,,5,,never,25,0
29721,city_165,No relevent experience,High School,,7,10-49,1,41,0
14084,city_100,No relevent experience,Masters,Humanities,6,,3,88,0
15919,city_103,Has relevent experience,Graduate,STEM,<1,50-99,1,110,0
2254,city_64,Has relevent experience,Graduate,STEM,6,50-99,1,42,0
4873,city_159,No relevent experience,Graduate,STEM,4,,never,27,0
28868,city_103,No relevent experience,,,3,,1,17,1
29980,city_11,Has relevent experience,Graduate,STEM,9,10-49,1,23,0
18641,city_114,Has relevent experience,Graduate,STEM,11,1000-4999,2,26,0
14313,city_103,Has relevent experience,Graduate,STEM,>20,10000+,2,134,1
19106,city_114,Has relevent experience,Graduate,STEM,15,50-99,>4,68,0
28519,city_16,Has relevent experience,Masters,STEM,>20,500-999,1,34,1
21895,city_16,Has relevent experience,Graduate,Business Degree,12,10-49,1,113,0
22908,city_136,Has relevent experience,Masters,STEM,19,10-49,1,16,1
14117,city_103,Has relevent experience,Graduate,Business Degree,6,,1,24,1
21393,city_114,Has relevent experience,High School,,1,100-500,1,35,0
4094,city_103,Has relevent experience,Masters,STEM,14,50-99,1,54,0
16976,city_136,Has relevent experience,Masters,STEM,3,,2,28,0
11715,city_176,Has relevent experience,High School,,4,10-49,1,114,0
23939,city_114,No relevent experience,Graduate,STEM,7,10-49,4,46,0
31864,city_21,No relevent experience,Graduate,STEM,1,,never,63,0
2261,city_21,Has relevent experience,Graduate,STEM,12,1000-4999,2,17,0
17371,city_158,Has relevent experience,High School,,6,,1,131,0
16650,city_16,Has relevent experience,Graduate,STEM,9,100-500,1,20,0
27129,city_103,No relevent experience,Graduate,STEM,4,500-999,2,84,1
12247,city_102,Has relevent experience,,,15,50-99,>4,21,0
26945,city_114,Has relevent experience,Graduate,STEM,8,50-99,1,41,0
606,city_160,Has relevent experience,Masters,STEM,8,10-49,1,10,0
17119,city_103,Has relevent experience,Graduate,STEM,16,,never,9,0
23645,city_36,Has relevent experience,Masters,STEM,10,50-99,2,58,0
18173,city_149,Has relevent experience,Graduate,STEM,16,<10,4,51,0
15387,city_21,Has relevent experience,Graduate,STEM,3,500-999,1,113,0
29905,city_136,Has relevent experience,Masters,STEM,12,,>4,35,0
27359,city_11,Has relevent experience,Masters,STEM,9,50-99,3,10,1
23482,city_21,Has relevent experience,Graduate,STEM,15,1000-4999,>4,56,0
29523,city_103,No relevent experience,Graduate,Humanities,>20,50-99,1,67,0
28164,city_11,Has relevent experience,Graduate,STEM,8,,1,11,0
25765,city_160,No relevent experience,Graduate,Humanities,17,100-500,4,34,1
188,city_160,Has relevent experience,Graduate,STEM,18,50-99,3,68,0
897,city_103,Has relevent experience,Graduate,STEM,8,1000-4999,2,102,0
22397,city_103,Has relevent experience,Graduate,STEM,>20,10000+,>4,70,0
20947,city_136,No relevent experience,High School,,4,,never,42,0
22434,city_21,No relevent experience,Masters,STEM,2,,never,58,1
32858,city_114,Has relevent experience,Masters,STEM,18,10-49,1,178,0
6254,city_103,No relevent experience,,,5,,never,94,0
1128,city_100,Has relevent experience,Graduate,STEM,>20,10000+,4,12,1
29315,city_61,Has relevent experience,Masters,STEM,5,<10,1,78,0
11716,city_138,Has relevent experience,High School,,9,50-99,2,8,0
6395,city_67,No relevent experience,High School,,3,,never,56,0
23898,city_136,Has relevent experience,Graduate,STEM,14,10000+,2,128,0
6498,city_21,Has relevent experience,Masters,STEM,>20,10000+,>4,20,0
18729,city_16,Has relevent experience,Graduate,STEM,13,10000+,2,45,0
23717,city_50,No relevent experience,Graduate,STEM,>20,50-99,never,72,0
30226,city_16,Has relevent experience,High School,,2,10-49,1,25,0
662,city_103,Has relevent experience,Graduate,Arts,10,50-99,2,188,0
26707,city_114,Has relevent experience,Graduate,STEM,6,10-49,1,54,0
17468,city_118,No relevent experience,High School,,1,,never,56,1
30068,city_16,Has relevent experience,Graduate,STEM,>20,50-99,>4,70,0
12761,city_57,Has relevent experience,Masters,STEM,10,50-99,1,141,0
7664,city_103,Has relevent experience,Graduate,STEM,15,50-99,2,17,0
2587,city_71,Has relevent experience,Primary School,,4,50-99,1,46,0
26079,city_21,Has relevent experience,Graduate,STEM,2,1000-4999,1,135,0
7574,city_103,Has relevent experience,Graduate,Business Degree,4,100-500,1,34,0
19561,city_21,Has relevent experience,Graduate,STEM,5,100-500,2,26,0
8621,city_103,Has relevent experience,Graduate,STEM,6,10000+,>4,46,0
4557,city_149,Has relevent experience,Graduate,STEM,10,<10,never,34,0
19573,city_93,Has relevent experience,Graduate,STEM,11,,2,20,1
272,city_136,No relevent experience,Graduate,STEM,6,,2,30,0
20238,city_104,No relevent experience,Masters,STEM,13,,2,30,0
32702,city_21,No relevent experience,High School,,<1,,never,200,0
1793,city_157,Has relevent experience,Graduate,STEM,5,10000+,1,11,0
10878,city_98,Has relevent experience,High School,,2,,1,20,0
18875,city_114,Has relevent experience,Graduate,STEM,10,10-49,1,4,0
7134,city_103,Has relevent experience,Primary School,,8,50-99,1,180,0
30928,city_123,Has relevent experience,Graduate,STEM,10,,1,102,1
11254,city_103,No relevent experience,Graduate,Humanities,2,,1,74,1
12942,city_90,No relevent experience,Graduate,STEM,8,,never,200,0
13802,city_103,Has relevent experience,Graduate,STEM,>20,100-500,>4,28,0
32686,city_21,Has relevent experience,Masters,STEM,8,,2,68,1
16450,city_103,Has relevent experience,Graduate,STEM,10,500-999,1,50,0
9769,city_103,Has relevent experience,Phd,STEM,5,50-99,2,82,0
